acc,gene
Q8NFZ8,CADM4
Q9ULU8,CADPS
Q86UW7,CADPS2
Q8TC20,CAGE1
P05937,CALB1
P22676,CALB2
P06881,CALCA
P01258,CALCA
P10092,CALCB
Q9P1Z2,CALCOCO1
Q13137,CALCOCO2
P30988,CALCR
Q16602,CALCRL
Q05682,CALD1
Q8IU99,CALHM1
Q9HA72,CALHM2
Q86XJ0,CALHM3
Q5JW98,CALHM4
Q8N5C1,CALHM5
Q5R3K3,CALHM6
P0DP23,CALM1
P0DP24,CALM2
P0DP25,CALM3
P27482,CALML3
Q96GE6,CALML4
Q9NZT1,CALML5
Q8TD86,CALML6
Q9BXU9,CALN1
P27797,CALR
Q96L12,CALR3
O43852,CALU
Q9NYX4,CALY
Q14012,CAMK1
Q8IU85,CAMK1D
Q96NX5,CAMK1G
Q9UQM7,CAMK2A
Q13554,CAMK2B
Q13557,CAMK2D
Q13555,CAMK2G
Q7Z7J9,CAMK2N1
Q96S95,CAMK2N2
Q16566,CAMK4
Q8N5S9,CAMKK1
Q96RR4,CAMKK2
Q7Z624,CAMKMT
Q8NCB2,CAMKV
P49069,CAMLG
P49913,CAMP
Q5T5Y3,CAMSAP1
Q08AD1,CAMSAP2
Q9P1Y5,CAMSAP3
Q9Y6Y1,CAMTA1
O94983,CAMTA2
Q86VP6,CAND1
O75155,CAND2
Q8WVQ1,CANT1
P27824,CANX
Q01518,CAP1
P40123,CAP2
P40121,CAPG
P07384,CAPN1
Q9HC96,CAPN10
Q9UMQ6,CAPN11
Q6ZSI9,CAPN12
Q6MZZ7,CAPN13
A8MX76,CAPN14
O75808,CAPN15
P17655,CAPN2
P20807,CAPN3
O15484,CAPN5
Q9Y6Q1,CAPN6
Q9Y6W3,CAPN7
A6NHC0,CAPN8
O14815,CAPN9
P04632,CAPNS1
Q96L46,CAPNS2
Q14444,CAPRIN1
Q6IMN6,CAPRIN2
Q13938,CAPS
Q9BXY5,CAPS2
Q8WWF8,CAPSL
P52907,CAPZA1
P47755,CAPZA2
Q96KX2,CAPZA3
P47756,CAPZB
Q9BWT7,CARD10
Q9BXL7,CARD11
Q9BXL6,CARD14
Q5EG05,CARD16
Q5XLA6,CARD17
P57730,CARD18
Q96LW7,CARD19
Q9BX69,CARD6
Q9Y2G2,CARD8
Q9H257,CARD9
Q8N187,CARF
Q9Y2V2,CARHSP1
Q86X55,CARM1
Q5VZK9,CARMIL1
Q6F5E8,CARMIL2
Q8ND23,CARMIL3
Q8N4J0,CARNMT1
A5YM72,CARNS1
P49589,CARS1
Q9HA77,CARS2
Q16568,CARTPT
Q6TDU7,CASC1
Q5T4H9,CASC10
Q6XLA1,CASC2
Q8IU53,CASC2
O15234,CASC3
Q6P4E1,CASC4
Q96PB1,CASD1
O14936,CASK
Q8WXD9,CASKIN1
Q8WXE0,CASKIN2
P29466,CASP1
Q92851,CASP10
Q6UXS9,CASP12
P31944,CASP14
P42575,CASP2
P42574,CASP3
P49662,CASP4
P51878,CASP5
P55212,CASP6
P55210,CASP7
Q14790,CASP8
Q9UKL3,CASP8AP2
P55211,CASP9
P31415,CASQ1
O14958,CASQ2
P41180,CASR
Q9NQ75,CASS4
P20810,CAST
Q8WTX7,CASTOR1
A6NHX0,CASTOR2
Q8NAP1,CASTOR3
Q86V15,CASZ1
P04040,CAT
Q7Z7H3,CATIP
Q13166,CATR1
Q8NEC5,CATSPER1
Q96P56,CATSPER2
Q86XQ3,CATSPER3
Q7RTX7,CATSPER4
Q9H7T0,CATSPERB
Q86XM0,CATSPERD
Q5SY80,CATSPERE
Q6ZRH7,CATSPERG
Q9NTU4,CATSPERZ
Q03135,CAV1
P51636,CAV2
P56539,CAV3
Q6NZI2,CAVIN1
O95810,CAVIN2
Q969G5,CAVIN3
Q5BKX8,CAVIN4
Q8N350,CBARP
O43439,CBFA2T2
O75081,CBFA2T3
Q13951,CBFB
P22681,CBL
Q13191,CBLB
Q9ULV8,CBLC
P27352,CBLIF
Q75N03,CBLL1
Q8N7E2,CBLL2
P23435,CBLN1
Q8IUK8,CBLN2
Q6UW01,CBLN3
Q9NTU7,CBLN4
P16152,CBR1
O75828,CBR3
Q8N4T8,CBR4
P35520,CBS
P0DN79,CBSL
Q9BRT8,CBWD1
Q8IUF1,CBWD2
Q5JTY5,CBWD3
Q5RIA9,CBWD5
Q4V339,CBWD6
P83916,CBX1
Q14781,CBX2
Q13185,CBX3
O00257,CBX4
P45973,CBX5
O95503,CBX6
O95931,CBX7
Q9HC52,CBX8
Q9Y3M2,CBY1
Q8NA61,CBY2
A6NI87,CBY3
Q6P1N0,CC2D1A
Q5T0F9,CC2D1B
Q9P2K1,CC2D2A
Q6DHV5,CC2D2B
Q8IX12,CCAR1
Q8N163,CCAR2
Q6UXH8,CCBE1
Q96A19,CCDC102A
Q68D86,CCDC102B
Q8IW40,CCDC103
Q8IYK2,CCDC105
Q9BWC9,CCDC106
Q8WV48,CCDC107
Q8TBZ0,CCDC110
Q8NEF3,CCDC112
Q9H0I3,CCDC113
Q96M63,CCDC114
Q96NT0,CCDC115
Q8IYX3,CCDC116
Q8IWD4,CCDC117
Q8WUD4,CCDC12
Q96HB5,CCDC120
Q6ZUS5,CCDC121
Q5T0U0,CCDC122
Q96CT7,CCDC124
Q86Z20,CCDC125
Q96EE4,CCDC126
Q96BQ5,CCDC127
Q8IYE1,CCDC13
P13994,CCDC130
Q9H6E4,CCDC134
Q96JN2,CCDC136
Q6PK04,CCDC137
Q96M89,CCDC138
Q49A88,CCDC14
Q96MF4,CCDC140
Q6ZP82,CCDC141
Q17RM4,CCDC142
A2RUR9,CCDC144A
Q3MJ40,CCDC144B
Q8IYA2,CCDC144CP
Q6NUI1,CCDC144NL
Q8IYE0,CCDC146
Q8NFR7,CCDC148
Q6ZUS6,CCDC149
Q0P6D6,CCDC15
Q8NCX0,CCDC150
A5D8V7,CCDC151
Q4G0S7,CCDC152
Q494R4,CCDC153
A6NI56,CCDC154
Q8N6L0,CCDC155
Q569K6,CCDC157
Q5M9N0,CCDC158
P0C7I6,CCDC159
A6NGH7,CCDC160
A0A0D9SF12,CCDC163
P0CW27,CCDC166
Q9P0B6,CCDC167
Q8NDH2,CCDC168
A6NNP5,CCDC169
Q96LX7,CCDC17
Q8IYT3,CCDC170
Q6TFL3,CCDC171
P0C7W6,CCDC172
Q0VFZ6,CCDC173
Q6PII3,CCDC174
P0C221,CCDC175
Q9NQR7,CCDC177
Q5BJE1,CCDC178
H3BU77,CCDC179
Q5T9S5,CCDC18
Q9P1Z9,CCDC180
Q5TID7,CCDC181
A6NF36,CCDC182
Q5T5S1,CCDC183
Q52MB2,CCDC184
Q8N715,CCDC185
Q7Z3E2,CCDC186
A0A096LP49,CCDC187
H7C350,CCDC188
A1A4V9,CCDC189
Q86UF4,CCDC190
Q8NCU4,CCDC191
P0DO97,CCDC192
A0A1B0GVG4,CCDC194
A0A1B0GUA6,CCDC195
A0A1B0GTZ2,CCDC196
Q8NCU1,CCDC197
Q9NVL8,CCDC198
A0A1B0GVQ3,CCDC200
A0A1B0GTI1,CCDC201
O60826,CCDC22
Q8N4L8,CCDC24
Q86WR0,CCDC25
Q8TAB7,CCDC26
Q2M243,CCDC27
Q8IWP9,CCDC28A
Q9BUN5,CCDC28B
Q9BQI4,CCDC3
Q5VVM6,CCDC30
Q9BV29,CCDC32
Q8N5R6,CCDC33
Q96HJ3,CCDC34
Q8IYA8,CCDC36
Q502W7,CCDC38
Q9UFE4,CCDC39
Q4G0X9,CCDC40
Q96M95,CCDC42
Q96MW1,CCDC43
Q96A33,CCDC47
Q8IVM0,CCDC50
Q96ER9,CCDC51
Q8NEL0,CCDC54
Q2TAC2,CCDC57
Q4VC31,CCDC58
Q9P031,CCDC59
Q16204,CCDC6
Q8IWA6,CCDC60
Q9Y6R9,CCDC61
Q6P9F0,CCDC62
Q8NA47,CCDC63
Q8IXS2,CCDC65
A2RUB6,CCDC66
Q9H2F9,CCDC68
A6NI79,CCDC69
Q96M83,CCDC7
Q6NSX1,CCDC70
Q8IV32,CCDC71
Q8N9Z2,CCDC71L
Q6ZRK6,CCDC73
Q96AQ1,CCDC74A
Q96LY2,CCDC74B
Q9BR77,CCDC77
A2IDD5,CCDC78
Q9H0W5,CCDC8
Q76M96,CCDC80
Q6ZN84,CCDC81
Q8N4S0,CCDC82
Q8IWF9,CCDC83
Q86UT8,CCDC84
Q96PX6,CCDC85A
Q15834,CCDC85B
A6NKD9,CCDC85C
Q9H6F5,CCDC86
Q9NVE4,CCDC87
Q3V6T2,CCDC88A
A6NC98,CCDC88B
Q9P219,CCDC88C
Q8N998,CCDC89
Q9Y3X0,CCDC9
Q9GZT6,CCDC90B
Q7Z6B0,CCDC91
Q53HC0,CCDC92
Q567U6,CCDC93
Q2M329,CCDC96
Q96F63,CCDC97
Q6ZUT6,CCDC9B
Q8TC90,CCER1
I3L3R5,CCER2
Q8TD31,CCHCR1
Q13939,CCIN
P06307,CCK
P32238,CCKAR
P32239,CCKBR
P22362,CCL1
P51671,CCL11
Q99616,CCL13
Q16627,CCL14
Q16663,CCL15
O15467,CCL16
Q92583,CCL17
P55774,CCL18
Q99731,CCL19
P13500,CCL2
P78556,CCL20
O00585,CCL21
O00626,CCL22
P55773,CCL23
O00175,CCL24
O15444,CCL25
Q9Y258,CCL26
Q9Y4X3,CCL27
Q9NRJ3,CCL28
P10147,CCL3
P16619,CCL3L1
P13236,CCL4
Q8NHW4,CCL4L1
P13501,CCL5
P80098,CCL7
P80075,CCL8
Q9BSQ5,CCM2
Q9NUG4,CCM2L
O00622,CCN1
P29279,CCN2
P48745,CCN3
O95388,CCN4
O76076,CCN5
O95389,CCN6
P78396,CCNA1
P20248,CCNA2
P14635,CCNB1
Q9NPC3,CCNB1IP1
O95067,CCNB2
Q8WWL7,CCNB3
P24863,CCNC
P24385,CCND1
P30279,CCND2
P30281,CCND3
O95273,CCNDBP1
P24864,CCNE1
O96020,CCNE2
P41002,CCNF
P51959,CCNG1
Q16589,CCNG2
P51946,CCNH
Q14094,CCNI
Q6ZMN8,CCNI2
Q5T5M9,CCNJ
Q8IV13,CCNJL
O75909,CCNK
Q9UK58,CCNL1
Q96S94,CCNL2
P22674,CCNO
Q8N1B3,CCNQ
O60563,CCNT1
O60583,CCNT2
Q8ND76,CCNY
Q8N7R7,CCNYL1
Q5T2Q4,CCNYL2
P0C7X3,CCNYL3
O43303,CCP110
Q9ULG6,CCPG1
P32246,CCR1
P46092,CCR10
P41597,CCR2
P51677,CCR3
P51679,CCR4
P51681,CCR5
P51684,CCR6
P32248,CCR7
P51685,CCR8
P51686,CCR9
O00421,CCRL2
O14618,CCS
Q6IQ19,CCSAP
Q9C0I3,CCSER1
Q9H7U1,CCSER2
Q4G0I0,CCSMST1
P78371,CCT2
P49368,CCT3
P50991,CCT4
P48643,CCT5
P40227,CCT6A
Q92526,CCT6B
Q99832,CCT7
P50990,CCT8
A6NM43,CCT8L1P
Q96SF2,CCT8L2
P86791,CCZ1
P86790,CCZ1B
Q93033,CD101
Q6YHK3,CD109
P08571,CD14
P48509,CD151
O95971,CD160
Q86VB7,CD163
Q9NR16,CD163L1
Q04900,CD164
Q6UWJ8,CD164L2
Q8N6Q3,CD177
Q99467,CD180
P15391,CD19
P06126,CD1A
P29016,CD1B
P29017,CD1C
P15813,CD1D
P15812,CD1E
P06729,CD2
P41217,CD200
Q8TD46,CD200R1
Q6Q8B3,CD200R1L
Q9UJ71,CD207
Q9NNX6,CD209
P20273,CD22
Q15762,CD226
P25063,CD24
Q9BZW8,CD244
P20963,CD247
Q9HCU0,CD248
P26842,CD27
Q9NZQ7,CD274
Q5ZPR3,CD276
P10747,CD28
Q9Y5K6,CD2AP
O95400,CD2BP2
Q9UGN4,CD300A
Q08708,CD300C
Q496F6,CD300E
A0A0K2S4Q6,CD300H
A8K4G0,CD300LB
Q6UXZ3,CD300LD
Q8TDQ1,CD300LF
Q6UXG3,CD300LG
Q8IX05,CD302
Q9NPF0,CD320
P20138,CD33
P28906,CD34
P16671,CD36
P11049,CD37
P28907,CD38
P04234,CD3D
P07766,CD3E
O15446,CD3EAP
P09693,CD3G
P01730,CD4
P25942,CD40
P29965,CD40LG
P16070,CD44
P15529,CD46
Q08722,CD47
P09326,CD48
P06127,CD5
P31358,CD52
P19397,CD53
P08174,CD55
P19256,CD58
P13987,CD59
O43866,CD5L
P30203,CD6
P08962,CD63
P34810,CD68
Q07108,CD69
P09564,CD7
P32970,CD70
P21854,CD72
P04233,CD74
P11912,CD79A
P40259,CD79B
P33681,CD80
P60033,CD81
P27701,CD82
Q01151,CD83
Q9UIB8,CD84
P42081,CD86
P01732,CD8A
P10966,CD8B
A6NJW9,CD8B2
P21926,CD9
Q9NPY3,CD93
P40200,CD96
P14209,CD99
Q8TCZ2,CD99L2
P32320,CDA
Q9BWV3,CDADC1
Q8IWY9,CDAN1
O75794,CDC123
Q9UNH5,CDC14A
O60729,CDC14B
A4D256,CDC14C
Q13042,CDC16
Q12834,CDC20
Q86Y33,CDC20B
Q9UJX2,CDC23
P30304,CDC25A
P30305,CDC25B
P30307,CDC25C
Q8NHZ8,CDC26
P30260,CDC27
P49427,CDC34
Q16543,CDC37
Q7L3B6,CDC37L1
O60508,CDC40
P60953,CDC42
Q5VT25,CDC42BPA
Q9Y5S2,CDC42BPB
Q6DT37,CDC42BPG
Q00587,CDC42EP1
O14613,CDC42EP2
Q9UKI2,CDC42EP3
Q9H3Q1,CDC42EP4
Q6NZY7,CDC42EP5
Q9NRR8,CDC42SE1
Q9NRR3,CDC42SE2
O75419,CDC45
Q99459,CDC5L
Q99741,CDC6
O00311,CDC7
Q6P1J9,CDC73
Q69YH5,CDCA2
Q99618,CDCA3
Q9BXL8,CDCA4
Q96FF9,CDCA5
Q9BWT1,CDCA7
Q96GN5,CDCA7L
Q53HL2,CDCA8
Q9H5V8,CDCP1
Q5VXM1,CDCP2
P12830,CDH1
Q9Y6N8,CDH10
P55287,CDH11
P55289,CDH12
P55290,CDH13
P55291,CDH15
O75309,CDH16
Q12864,CDH17
Q13634,CDH18
Q9H159,CDH19
P19022,CDH2
Q9HBT6,CDH20
Q9UJ99,CDH22
Q9H251,CDH23
Q86UP0,CDH24
Q8IXH8,CDH26
P22223,CDH3
P55283,CDH4
P33151,CDH5
P55285,CDH6
Q9ULB5,CDH7
P55286,CDH8
Q9ULB4,CDH9
Q96JP9,CDHR1
Q9BYE9,CDHR2
Q6ZTQ4,CDHR3
A6H8M9,CDHR4
Q9HBB8,CDHR5
Q9H305,CDIP1
O14735,CDIPT
P0DO92,CDIPTOSP
P06493,CDK1
Q15131,CDK10
Q9UQ88,CDK11A
P21127,CDK11B
Q9NYV4,CDK12
Q14004,CDK13
O94921,CDK14
Q96Q40,CDK15
Q00536,CDK16
Q00537,CDK17
Q07002,CDK18
Q9BWU1,CDK19
P24941,CDK2
Q8IZL9,CDK20
O14519,CDK2AP1
O75956,CDK2AP2
Q00526,CDK3
P11802,CDK4
Q00535,CDK5
Q15078,CDK5R1
Q13319,CDK5R2
Q96SZ6,CDK5RAP1
Q96SN8,CDK5RAP2
Q96JB5,CDK5RAP3
Q00534,CDK6
P50613,CDK7
P49336,CDK8
P50750,CDK9
Q5VV42,CDKAL1
Q00532,CDKL1
Q92772,CDKL2
Q8IVW4,CDKL3
Q5MAI5,CDKL4
O76039,CDKL5
P38936,CDKN1A
P46527,CDKN1B
P49918,CDKN1C
Q8N726,CDKN2A
P42771,CDKN2A
Q9UH64,CDKN2A-DT
Q9NXV6,CDKN2AIP
Q96HQ2,CDKN2AIPNL
P42772,CDKN2B
P42773,CDKN2C
P55273,CDKN2D
Q16667,CDKN3
Q49AH0,CDNF
Q16878,CDO1
Q4KMG0,CDON
Q6NVV7,CDPF1
P51861,CDR1
Q01850,CDR2
Q86X02,CDR2L
O95170,CDRT1
Q96T59,CDRT15
A8MXV6,CDRT15L2
Q8N9R6,CDRT4
Q92903,CDS1
O95674,CDS2
Q15517,CDSN
Q9H211,CDT1
Q9UKY7,CDV3
P47902,CDX1
Q99626,CDX2
O14627,CDX4
Q9Y6F8,CDY1
Q9Y6F7,CDY2A
Q9Y232,CDYL
Q8N8U2,CDYL2
P13688,CEACAM1
Q2WEN9,CEACAM16
A8MTB9,CEACAM18
Q7Z692,CEACAM19
Q6UY09,CEACAM20
Q3KPI0,CEACAM21
P40198,CEACAM3
O75871,CEACAM4
P06731,CEACAM5
P40199,CEACAM6
Q14002,CEACAM7
P31997,CEACAM8
P49715,CEBPA
P17676,CEBPB
P49716,CEBPD
Q15744,CEBPE
P53567,CEBPG
Q03701,CEBPZ
A8MTT3,CEBPZOS
Q9BXF3,CECR2
P0C854,CECR9
Q711Q0,CEFIP
P19835,CEL
Q9UNI1,CELA1
P08217,CELA2A
P08218,CELA2B
P09093,CELA3A
P08861,CELA3B
Q92879,CELF1
O95319,CELF2
Q8N7Q2,CELF2-AS1
Q5SZQ8,CELF3
Q9BZC1,CELF4
Q8N6W0,CELF5
Q96J87,CELF6
Q9NYQ6,CELSR1
Q9HCU4,CELSR2
Q9NYQ7,CELSR3
Q8WUJ3,CEMIP
Q9UHN6,CEMIP2
Q6PRD7,CEMP1
Q8N111,CEND1
P49450,CENPA
P07199,CENPB
B2RD01,CENPBD1
Q03188,CENPC
Q02224,CENPE
P49454,CENPF
Q9H3R5,CENPH
Q92674,CENPI
Q9HC77,CENPJ
Q9BS16,CENPK
Q8N0S6,CENPL
Q9NSP4,CENPM
Q96H22,CENPN
Q9BU64,CENPO
Q6IPU0,CENPP
Q7L2Z9,CENPQ
Q8N2Z9,CENPS
Q96BT3,CENPT
Q71F23,CENPU
Q7Z7K6,CENPV
A0A0U1RR11,CENPVL1
P0DPI3,CENPVL2
A0A0U1RRI6,CENPVL3
Q5EE01,CENPW
A8MT69,CENPX
O60308,CEP104
Q8N8E3,CEP112
Q8N960,CEP120
Q9P2H0,CEP126
Q6ZU80,CEP128
Q9UPN4,CEP131
Q66GS9,CEP135
O94986,CEP152
Q5TB80,CEP162
Q9UPV0,CEP164
Q5SW79,CEP170
Q9Y4F5,CEP170B
Q96L14,CEP170P1
Q96LK0,CEP19
Q8TEP8,CEP192
Q9BV73,CEP250
O15078,CEP290
Q9C0D2,CEP295
Q96MC4,CEP295NL
Q5VT06,CEP350
Q9BYV8,CEP41
Q9C0F1,CEP44
Q53EZ4,CEP55
Q86XR8,CEP57
Q8IYX8,CEP57L1
Q96MT8,CEP63
Q76N32,CEP68
Q8NHQ1,CEP70
Q9P209,CEP72
Q8TAP6,CEP76
Q5JTW2,CEP78
Q9Y592,CEP83
Q6P2H3,CEP85
Q5SZL2,CEP85L
Q96ST8,CEP89
Q96GE4,CEP95
Q8IW35,CEP97
Q9Y6K0,CEPT1
O95813,CER1
Q5T4B2,CERCAM
Q8TCT0,CERK
Q49MI3,CERKL
P27544,CERS1
Q96G23,CERS2
Q8IU89,CERS3
Q9HA82,CERS4
Q8N5B7,CERS5
Q6ZMG9,CERS6
Q9Y5P4,CERT1
P23141,CES1
Q9UKY3,CES1P1
O00748,CES2
Q6UWW8,CES3
Q5XG92,CES4A
Q6NT32,CES5A
Q12798,CETN1
P41208,CETN2
O15182,CETN3
P11597,CETP
Q494V2,CFAP100
Q5VTH2,CFAP126
Q5JU67,CFAP157
Q6P656,CFAP161
Q9Y6A4,CFAP20
Q8IYR0,CFAP206
Q4G0U5,CFAP221
P57076,CFAP298
Q6V702,CFAP299
Q9BRQ4,CFAP300
Q96G28,CFAP36
O43822,CFAP410
Q8NDM7,CFAP43
Q96MT7,CFAP44
Q9UL16,CFAP45
Q8IYW2,CFAP46
Q6ZTR5,CFAP47
Q8N1V2,CFAP52
Q96M91,CFAP53
Q96N23,CFAP54
Q96MR6,CFAP57
Q5T655,CFAP58
Q8NHU2,CFAP61
Q6ZU64,CFAP65
A5D8W1,CFAP69
Q5T0N1,CFAP70
A6NFT4,CFAP73
Q9C0B2,CFAP74
Q6ZQR2,CFAP77
Q9P2B7,CFAP97
B2RV13,CFAP97D1
A0A1B0GU71,CFAP97D2
D6REC4,CFAP99
P00751,CFB
P0CG37,CFC1
P0CG36,CFC1B
P00746,CFD
Q9UEE9,CFDP1
P08603,CFH
Q03591,CFHR1
P36980,CFHR2
Q02985,CFHR3
Q92496,CFHR4
Q9BXR6,CFHR5
P05156,CFI
P23528,CFL1
Q9Y281,CFL2
O15519,CFLAR
P27918,CFP
P13569,CFTR
P01215,CGA
Q8N884,CGAS
A6NKQ9,CGB1
Q6NT52,CGB2
P0DN86,CGB3
P0DN87,CGB7
Q9UFW8,CGGBP1
Q9P2M7,CGN
Q0VF96,CGNL1
Q99674,CGREF1
Q99675,CGRRF1
O95992,CH25H
Q9BUX1,CHAC1
Q8WUX2,CHAC2
O15335,CHAD
Q6NUI6,CHADL
Q13111,CHAF1A
Q13112,CHAF1B
Q96JM3,CHAMP1
P28329,CHAT
Q96BP2,CHCHD1
Q8WYQ3,CHCHD10
Q9Y6H1,CHCHD2
Q5T1J5,CHCHD2P9
Q9NX63,CHCHD3
Q8N4Q1,CHCHD4
Q9BSY4,CHCHD5
Q9BRQ6,CHCHD6
Q9BUK0,CHCHD7
O14646,CHD1
Q86WJ1,CHD1L
O14647,CHD2
Q12873,CHD3
Q14839,CHD4
Q8TDI0,CHD5
Q8TD26,CHD6
Q9P2D1,CHD7
Q9HCK8,CHD8
Q3L8U1,CHD9
Q8NE62,CHDH
O14757,CHEK1
O96017,CHEK2
Q8IWX8,CHERP
Q96EP1,CHFR
P10645,CHGA
P05060,CHGB
P36222,CHI3L1
Q15782,CHI3L2
Q9BZP6,CHIA
Q5VXU3,CHIC1
Q9UKJ5,CHIC2
Q9BWS9,CHID1
Q13231,CHIT1
P35790,CHKA
Q9Y259,CHKB
O00533,CHL1
P24386,CHM
P26374,CHML
Q9HD42,CHMP1A
Q7LBR1,CHMP1B
O43633,CHMP2A
Q9UQN3,CHMP2B
Q9Y3E7,CHMP3
Q9BY43,CHMP4A
Q9H444,CHMP4B
P59074,CHMP4BP1
Q96CF2,CHMP4C
Q9NZZ3,CHMP5
Q96FZ7,CHMP6
Q8WUX9,CHMP7
P15882,CHN1
P52757,CHN2
Q9H9P2,CHODL
Q9UHD1,CHORDC1
Q99653,CHP1
O43745,CHP2
Q8IZ52,CHPF
Q9P2E5,CHPF2
Q8WUD6,CHPT1
Q9NRG0,CHRAC1
Q9H2X0,CHRD
Q9BU40,CHRDL1
Q6WN34,CHRDL2
Q494W8,CHRFAM7A
P11229,CHRM1
P08172,CHRM2
P20309,CHRM3
P08173,CHRM4
P08912,CHRM5
P02708,CHRNA1
Q9GZZ6,CHRNA10
Q15822,CHRNA2
P32297,CHRNA3
P43681,CHRNA4
P30532,CHRNA5
Q15825,CHRNA6
P36544,CHRNA7
Q9UGM1,CHRNA9
P11230,CHRNB1
P17787,CHRNB2
Q05901,CHRNB3
P30926,CHRNB4
Q07001,CHRND
Q04844,CHRNE
P07510,CHRNG
O43916,CHST1
O43529,CHST10
Q9NPF2,CHST11
Q9NRB3,CHST12
Q8NET6,CHST13
Q8NCH0,CHST14
Q7LFX5,CHST15
Q9Y4C5,CHST2
Q7LGC8,CHST3
Q8NCG5,CHST4
Q9GZS9,CHST5
Q9GZX3,CHST6
Q9NS84,CHST7
Q9H2A9,CHST8
Q7L1S5,CHST9
Q86X52,CHSY1
Q70JA7,CHSY3
Q8WVB6,CHTF18
P0CG13,CHTF8
Q9Y3Y2,CHTOP
O15111,CHUK
Q8WUH1,CHURC1
O76071,CIAO1
Q9H5X1,CIAO2A
Q9Y3D0,CIAO2B
Q9H6Q4,CIAO3
Q6FI81,CIAPIN1
Q8N365,CIART
Q99828,CIB1
O75838,CIB2
Q96Q77,CIB3
A0PJX0,CIB4
Q96RK0,CIC
O60543,CIDEA
Q9UHD4,CIDEB
Q96AQ7,CIDEC
P33076,CIITA
Q9UPZ9,CILK1
O75339,CILP
Q8IUL8,CILP2
Q9BW66,CINP
Q8TCG1,CIP2A
Q9C0C6,CIPC
Q86X95,CIR1
Q14011,CIRBP
Q8TBR5,CIRBP-AS1
Q9NZ45,CISD1
Q8N5K1,CISD2
P0C7P0,CISD3
Q9NSE2,CISH
O14578,CIT
Q99966,CITED1
Q99967,CITED2
Q96RK1,CITED4
Q9ULV3,CIZ1
Q8WWK9,CKAP2
Q8IYA6,CKAP2L
Q07065,CKAP4
Q14008,CKAP5
P12277,CKB
Q9UBR5,CKLF
P06732,CKM
P12532,CKMT1A
P17540,CKMT2
P61024,CKS1B
P33552,CKS2
Q7Z460,CLASP1
O75122,CLASP2
Q8N2M8,CLASRP
Q96F83,CLBA1
Q05315,CLC
A8K7I4,CLCA1
Q9UQC9,CLCA2
Q9Y6N3,CLCA3P
Q14CN2,CLCA4
Q96S66,CLCC1
Q9UBD9,CLCF1
P35523,CLCN1
P51788,CLCN2
P51790,CLCN3
P51793,CLCN4
P51795,CLCN5
P51797,CLCN6
P51798,CLCN7
P51800,CLCNKA
P51801,CLCNKB
O95832,CLDN1
P78369,CLDN10
O75508,CLDN11
P56749,CLDN12
O95500,CLDN14
P56746,CLDN15
Q9Y5I7,CLDN16
P56750,CLDN17
P56856,CLDN18
Q8N6F1,CLDN19
P57739,CLDN2
P56880,CLDN20
Q8N7P3,CLDN22
Q96B33,CLDN23
A6NM45,CLDN24
C9JDP6,CLDN25
O15551,CLDN3
H7C241,CLDN34
O14493,CLDN4
O00501,CLDN5
P56747,CLDN6
O95471,CLDN7
P56748,CLDN8
O95484,CLDN9
Q9NY35,CLDND1
Q8NHS1,CLDND2
Q8IUN9,CLEC10A
Q9Y240,CLEC11A
Q5QGZ9,CLEC12A
Q2HXU8,CLEC12B
Q86T13,CLEC14A
Q2KHT3,CLEC16A
Q6ZS10,CLEC17A
A5D8T8,CLEC18A
Q6UXF7,CLEC18B
Q8NCF0,CLEC18C
Q6UXS0,CLEC19A
Q8NC01,CLEC1A
Q9P126,CLEC1B
Q6ZU45,CLEC20A
Q6UVW9,CLEC2A
Q92478,CLEC2B
Q9UHP7,CLEC2D
P0C7M8,CLEC2L
O75596,CLEC3A
P05452,CLEC3B
Q9UMR7,CLEC4A
Q8WTT0,CLEC4C
Q8WXI8,CLEC4D
Q9ULY5,CLEC4E
Q8N1N0,CLEC4F
Q6UXB4,CLEC4G
Q9H2X3,CLEC4M
Q9NY25,CLEC5A
Q6EIG7,CLEC6A
Q9BXN2,CLEC7A
Q6UXN8,CLEC9A
Q8IZS7,CLECL1
O14967,CLGN
Q8NHS4,CLHC1
O00299,CLIC1
O15247,CLIC2
O95833,CLIC3
Q9Y696,CLIC4
Q9NZA1,CLIC5
Q96NY7,CLIC6
Q14677,CLINT1
P30622,CLIP1
Q9UDT6,CLIP2
Q96DZ5,CLIP3
Q8N3C7,CLIP4
P49759,CLK1
P49760,CLK2
P49761,CLK3
Q9HAZ1,CLK4
Q5K131,CLLU1
Q5K130,CLLU1OS
Q96JQ2,CLMN
Q9H6B4,CLMP
Q13286,CLN3
O75503,CLN5
Q9NWW5,CLN6
Q9UBY8,CLN8
Q7Z7G1,CLNK
P54105,CLNS1A
O15516,CLOCK
Q92989,CLP1
Q9H078,CLPB
Q16740,CLPP
P04118,CLPS
A2RUU4,CLPSL1
Q6UWE3,CLPSL2
O96005,CLPTM1
Q96KA5,CLPTM1L
O76031,CLPX
P58418,CLRN1
A0PK11,CLRN2
Q8NCR9,CLRN3
Q9HAW4,CLSPN
O94985,CLSTN1
Q9H4D0,CLSTN2
Q9BQT9,CLSTN3
P09496,CLTA
P09497,CLTB
Q00610,CLTC
P53675,CLTCL1
Q9HBJ8,CLTRN
P10909,CLU
Q96AJ1,CLUAP1
O75153,CLUH
Q96NS8,CLUHP3
